sample_id	organelle	pc1	pc2	species	popcode	population_name	naming_profile	plot_group
QUI1_LP_249_Du-648	mtDNA	0.47342413	0.58219503	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_250_Du-649	mtDNA	0.47521912	0.58778140	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_251_Du-650	mtDNA	0.50660362	0.42418378	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_252_Du-651	mtDNA	0.51474490	0.41523136	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_253_Du-652	mtDNA	0.47095353	0.57002886	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_254_Du-653	mtDNA	0.47097397	0.57012954	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_255_Du-654	mtDNA	0.47095353	0.57002886	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_257_Du-656	mtDNA	0.47276896	0.57571592	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_258_Du-657	mtDNA	0.47272274	0.57537495	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI2_LP_243_Du-631	mtDNA	0.64980772	1.76800444	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_244_Du-632	mtDNA	0.64980772	1.76800444	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_245_Du-633	mtDNA	0.69357865	1.61310625	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_246_Du-634	mtDNA	0.64980772	1.76800444	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_247_Du-635	mtDNA	0.64980772	1.76800444	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_248_Du-636	mtDNA	0.64980772	1.76800444	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
