sample_id	organelle	pc1	pc2	species	popcode	population_name	naming_profile	plot_group
CY_HICN_LP_336_Du-616	cpDNA	15.08048763	0.41684745	D. cymosa	CY_HICN	Hick's Road North	main_standard	D. cymosa_CY_HICN
CY_HICS_LP_293_Du-757	cpDNA	-0.99032361	-2.25952060	D. cymosa	CY_HICS	Hicks Rd. South	main_standard	D. cymosa_CY_HICS
CY_HICS_LP_295_Du-759	cpDNA	-1.00175654	-2.32565737	D. cymosa	CY_HICS	Hicks Rd. South	main_standard	D. cymosa_CY_HICS
CY_HICS_LP_297_Du-761	cpDNA	-0.99113251	-2.29827550	D. cymosa	CY_HICS	Hicks Rd. South	main_standard	D. cymosa_CY_HICS
CY_HICS_LP_355_Du-762	cpDNA	-1.01713585	-2.31025249	D. cymosa	CY_HICS	Hicks Rd. South	main_standard	D. cymosa_CY_HICS
CY_HICS_LP_356_Du-763	cpDNA	-0.99611278	-2.29384150	D. cymosa	CY_HICS	Hicks Rd. South	main_standard	D. cymosa_CY_HICS
CY_HUN_LP_264_Du-683	cpDNA	18.94554736	2.14600558	D. cymosa	CY_HUN	Hunting Hollow	main_standard	D. cymosa_CY_HUN
CY_HUN_LP_265_Du-684	cpDNA	18.70143843	2.06646742	D. cymosa	CY_HUN	Hunting Hollow	main_standard	D. cymosa_CY_HUN
CY_HUN_LP_266_Du-685	cpDNA	18.93512225	2.14299163	D. cymosa	CY_HUN	Hunting Hollow	main_standard	D. cymosa_CY_HUN
CY_HUN_LP_267_Du-686	cpDNA	18.92329893	2.13423872	D. cymosa	CY_HUN	Hunting Hollow	main_standard	D. cymosa_CY_HUN
CY_HUN_LP_268_Du-687	cpDNA	18.94465098	2.14281049	D. cymosa	CY_HUN	Hunting Hollow	main_standard	D. cymosa_CY_HUN
CY_RED_LP_202_Du-561	cpDNA	-0.12097888	-0.56341302	D. cymosa	CY_RED	Redwood Gulch	main_standard	D. cymosa_CY_RED
CY_SIE_LP_188_Du-445	cpDNA	15.12505904	0.42589950	D. cymosa	CY_SIE	Sierra Azule	main_standard	D. cymosa_CY_SIE
CY_SIE_LP_189_Du-446	cpDNA	15.11926770	0.42540614	D. cymosa	CY_SIE	Sierra Azule	main_standard	D. cymosa_CY_SIE
CY_SIE_LP_190_Du-447	cpDNA	15.12259127	0.42656646	D. cymosa	CY_SIE	Sierra Azule	main_standard	D. cymosa_CY_SIE
CY_SIE_LP_191_Du-448	cpDNA	-1.00731241	-2.26919973	D. cymosa	CY_SIE	Sierra Azule	main_standard	D. cymosa_CY_SIE
CY_WOO_LP_259_Du-664	cpDNA	-0.96600313	-2.27981354	D. cymosa	CY_WOO	Hicks & Woods Rd.	main_standard	D. cymosa_CY_WOO
CY_WOO_LP_260_Du-665	cpDNA	-0.98215491	-2.32016069	D. cymosa	CY_WOO	Hicks & Woods Rd.	main_standard	D. cymosa_CY_WOO
CY_WOO_LP_261_Du-667	cpDNA	-0.90882522	-2.15392579	D. cymosa	CY_WOO	Hicks & Woods Rd.	main_standard	D. cymosa_CY_WOO
CY_WOO_LP_262_Du-668	cpDNA	-0.98126576	-2.31988921	D. cymosa	CY_WOO	Hicks & Woods Rd.	main_standard	D. cymosa_CY_WOO
CY_WOO_LP_263_Du-669	cpDNA	-0.98125459	-2.31973167	D. cymosa	CY_WOO	Hicks & Woods Rd.	main_standard	D. cymosa_CY_WOO
DAN_LP_043_Du-68	cpDNA	-3.36280034	2.34925922	D. setchellii	DAN	Dana Rock	main_standard	D. setchellii_DAN
DAN_LP_044_Du-69	cpDNA	-3.35304514	2.36130095	D. setchellii	DAN	Dana Rock	main_standard	D. setchellii_DAN
DAN_LP_045_Du-70	cpDNA	-3.34962259	2.35056122	D. setchellii	DAN	Dana Rock	main_standard	D. setchellii_DAN
DAN_LP_046_Du-71	cpDNA	-3.34962259	2.35056122	D. setchellii	DAN	Dana Rock	main_standard	D. setchellii_DAN
DAN_LP_047_Du-72	cpDNA	-3.35304514	2.36130095	D. setchellii	DAN	Dana Rock	main_standard	D. setchellii_DAN
DOV_LP_078_Du-174	cpDNA	-2.34963850	-1.42088039	D. setchellii	DOV	Dove Road	main_standard	D. setchellii_DOV
DOV_LP_079_Du-175	cpDNA	-2.34054124	-1.38242458	D. setchellii	DOV	Dove Road	main_standard	D. setchellii_DOV
DOV_LP_080_Du-176	cpDNA	-2.35525929	-1.42284198	D. setchellii	DOV	Dove Road	main_standard	D. setchellii_DOV
