population_1	population_2	chloroplast_hudson_fst	mitochondria_hudson_fst	global_spearman_rho	eligible_common_pair_count	finite_common_pair_count	nonfinite_common_pair_count	used_for_correlation
CY_BOU	CY_CAS	0.267624914442	0.177777777778	0.795572083926	561	557	4	yes
CY_BOU	CY_HICN	0.998769180274	0.970189701897	0.795572083926	561	557	4	yes
CY_BOU	CY_HICS	0.978494623656	nan	0.795572083926	561	557	4	no
CY_BOU	CY_HUN	0.999279481226	1	0.795572083926	561	557	4	yes
CY_BOU	CY_SIE	0.679669653839	0.649572649573	0.795572083926	561	557	4	yes
CY_BOU	CY_WOO	0.989173228346	0.75	0.795572083926	561	557	4	yes
CY_BOU	DAN	0.989864864865	1	0.795572083926	561	557	4	yes
CY_BOU	DOV	0.995564445991	1	0.795572083926	561	557	4	yes
CY_BOU	DUD	0.961924644597	0.914285714286	0.795572083926	561	557	4	yes
CY_BOU	KIRN	0.990148578811	1	0.795572083926	561	557	4	yes
CY_BOU	KIRT	1	1	0.795572083926	561	557	4	yes
CY_BOU	MALV	0.993862677407	1	0.795572083926	561	557	4	yes
CY_BOU	OCO	0.985088627007	0.965724381625	0.795572083926	561	557	4	yes
CY_BOU	QUI1	1	0.887218045113	0.795572083926	561	557	4	yes
CY_BOU	QUI2	0.997376503711	1	0.795572083926	561	557	4	yes
CY_BOU	QUIN	0.996834473604	1	0.795572083926	561	557	4	yes
CY_BOU	RIC	0.995397008055	0.961538461538	0.795572083926	561	557	4	yes
CY_BOU	RSV	0.98841326038	0.943965517241	0.795572083926	561	557	4	yes
CY_BOU	SILG	0.966281631835	0.842532467532	0.795572083926	561	557	4	yes
CY_BOU	SILR	0.968126747437	1	0.795572083926	561	557	4	yes
CY_BOU	STI	0.972600916533	0.88610163239	0.795572083926	561	557	4	yes
CY_BOU	TIL	0.940219386818	0.794400699913	0.795572083926	561	557	4	yes
CY_BOU	TULP	0.962803207862	0.918831168831	0.795572083926	561	557	4	yes
CY_CAS	CY_HICN	0.793459717457	0.752186588921	0.795572083926	561	557	4	yes
CY_CAS	CY_HICS	0.251510925151	0.177777777778	0.795572083926	561	557	4	yes
CY_CAS	CY_HUN	0.816966186867	0.76582278481	0.795572083926	561	557	4	yes
CY_CAS	CY_SIE	0.399706041618	0.402707275804	0.795572083926	561	557	4	yes
CY_CAS	CY_WOO	0.346093149355	0.224489795918	0.795572083926	561	557	4	yes
CY_CAS	DAN	0.568767340468	0.593406593407	0.795572083926	561	557	4	yes
CY_CAS	DOV	0.565885671522	0.471428571429	0.795572083926	561	557	4	yes
CY_CAS	DUD	0.552386569491	0.418691588785	0.795572083926	561	557	4	yes
CY_CAS	KIRN	0.556610615057	0.471428571429	0.795572083926	561	557	4	yes
CY_CAS	KIRT	0.562729873314	0.471428571429	0.795572083926	561	557	4	yes
CY_CAS	MALV	0.5651240778	0.506666666667	0.795572083926	561	557	4	yes
CY_CAS	OCO	0.806412674104	0.750979112272	0.795572083926	561	557	4	yes
CY_CAS	QUI1	0.24488355681	0.32590266876	0.795572083926	561	557	4	yes
CY_CAS	QUI2	0.568701779423	0.5375	0.795572083926	561	557	4	yes
CY_CAS	QUIN	0.570430069182	0.5375	0.795572083926	561	557	4	yes
CY_CAS	RIC	0.566197183099	0.464788732394	0.795572083926	561	557	4	yes
CY_CAS	RSV	0.557110609481	0.497482014388	0.795572083926	561	557	4	yes
CY_CAS	SILG	0.550115411932	0.464936886396	0.795572083926	561	557	4	yes
CY_CAS	SILR	0.555482513805	0.56976744186	0.795572083926	561	557	4	yes
CY_CAS	STI	0.549583323687	0.471774100041	0.795572083926	561	557	4	yes
