sample_id	organelle	pc1	pc2	species	popcode	population_name	naming_profile	plot_group
DOV_LP_082_Du-178	cpDNA	2.27939207	-1.42527636	D. setchellii	DOV	Dove Road	main_standard	D. setchellii_DOV
DOV_LP_083_Du-179	cpDNA	2.26209438	-1.38511251	D. setchellii	DOV	Dove Road	main_standard	D. setchellii_DOV
DOV_LP_084_Du-180	cpDNA	2.27277633	-1.41691784	D. setchellii	DOV	Dove Road	main_standard	D. setchellii_DOV
DUD_LP_132_Du-283	cpDNA	4.00113662	4.85136100	D. setchellii	DUD	Dude Rock	main_standard	D. setchellii_DUD
DUD_LP_133_Du-284	cpDNA	4.00113662	4.85136100	D. setchellii	DUD	Dude Rock	main_standard	D. setchellii_DUD
DUD_LP_134_Du-285	cpDNA	4.00113662	4.85136100	D. setchellii	DUD	Dude Rock	main_standard	D. setchellii_DUD
DUD_LP_135_Du-286	cpDNA	4.00113662	4.85136100	D. setchellii	DUD	Dude Rock	main_standard	D. setchellii_DUD
DUD_LP_136_Du-287	cpDNA	3.99139005	4.82158362	D. setchellii	DUD	Dude Rock	main_standard	D. setchellii_DUD
DUD_LP_137_Du-288	cpDNA	4.07186350	4.91763699	D. setchellii	DUD	Dude Rock	main_standard	D. setchellii_DUD
DUD_LP_138_Du-289	cpDNA	4.00113662	4.85136100	D. setchellii	DUD	Dude Rock	main_standard	D. setchellii_DUD
DUD_LP_139_Du-290	cpDNA	3.99322601	4.82713193	D. setchellii	DUD	Dude Rock	main_standard	D. setchellii_DUD
KIRN_LP_179_Du-421	cpDNA	4.08471449	4.99715590	D. setchellii	KIRN	Kirby N. Rd. Canyon	main_standard	D. setchellii_KIRN
KIRN_LP_180_Du-422	cpDNA	4.01534780	5.02086203	D. setchellii	KIRN	Kirby N. Rd. Canyon	main_standard	D. setchellii_KIRN
KIRN_LP_181_Du-423	cpDNA	4.01534780	5.02086203	D. setchellii	KIRN	Kirby N. Rd. Canyon	main_standard	D. setchellii_KIRN
KIRN_LP_182_Du-424	cpDNA	4.01534780	5.02086203	D. setchellii	KIRN	Kirby N. Rd. Canyon	main_standard	D. setchellii_KIRN
