sample_id	organelle	pc1	pc2	species	popcode	population_name	naming_profile	plot_group
OCO_LP_059_Du-106	mtDNA	4.85335206	-0.87714481	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_060_Du-107	mtDNA	4.80940911	-1.03199034	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_061_Du-108	mtDNA	4.85337223	-0.87724481	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_062_Du-109	mtDNA	4.83510474	-0.86864470	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_063_Du-110	mtDNA	4.78620205	-0.84632387	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_064_Du-111	mtDNA	4.74223323	-1.00093027	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_065_Du-112	mtDNA	4.83505870	-0.86830558	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_066_Du-113	mtDNA	4.10284946	-0.85677204	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_067_Du-114	mtDNA	4.73024240	-0.99522876	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
QUI1_LP_249_Du-648	mtDNA	-0.46803665	0.58014616	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_250_Du-649	mtDNA	-0.46983011	0.58573384	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_251_Du-650	mtDNA	-0.50139718	0.42226226	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_252_Du-651	mtDNA	-0.50956144	0.41331807	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_253_Du-652	mtDNA	-0.46559832	0.56806361	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_254_Du-653	mtDNA	-0.46561849	0.56816360	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_255_Du-654	mtDNA	-0.46559832	0.56806361	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_257_Du-656	mtDNA	-0.46741196	0.57375128	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_258_Du-657	mtDNA	-0.46736592	0.57341216	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI2_LP_243_Du-631	mtDNA	-0.64370097	1.76766873	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_244_Du-632	mtDNA	-0.64370097	1.76766873	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_245_Du-633	mtDNA	-0.68764392	1.61282320	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_246_Du-634	mtDNA	-0.64370097	1.76766873	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_247_Du-635	mtDNA	-0.64370097	1.76766873	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_248_Du-636	mtDNA	-0.64370097	1.76766873	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_337_Du-638	mtDNA	-0.68766409	1.61292320	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
